food_id,protein,fat,endorsement
384,6.0,3.5,Low Fat
1157,36.7,1.2,Low Fat
1182,12.6,9.4,Moderate Food
595,1.9,10.0,Moderate Food
2030,0.7,0.1,Low Fat
2146,17.1,2.4,Low Fat
293,7.3,6.6,Moderate Food
2297,13.5,0.2,Low Fat
1974,11.6,3.1,Low Fat
1987,36.8,47.4,Premium Food
1430,3.0,0.6,Low Fat
1232,3.7,14.1,Premium Food
827,0.9,0.013,Low Fat
104,0.0,2.0,Low Fat
2194,6.0,18.1,Premium Food
1207,4.0,6.8,Moderate Food
87,12.0,0.5,Low Fat
1363,0.0,0.088,Low Fat
1463,0.2,0.2,Low Fat
1167,0.1,0.056,Low Fat
1304,0.7,1.3,Low Fat
790,11.9,17.6,Premium Food
445,14.6,34.6,Premium Food
1726,0.039,0.3,Low Fat
26,6.4,16.6,Premium Food
1334,2.3,1.2,Low Fat
1347,0.0,13.5,Premium Food
626,9.9,4.4,Low Fat
1096,8.9,5.2,Moderate Food
1505,0.1,0.1,Low Fat
682,14.8,17.6,Premium Food
143,3.3,7.8,Moderate Food
1243,3.4,4.3,Low Fat
1555,32.4,14.6,Premium Food
1156,36.8,1.2,Low Fat
2111,1.3,1.3,Low Fat
1020,0.0,3.0,Low Fat
1892,3.5,0.4,Low Fat
1964,0.9,0.1,Low Fat
269,1.3,0.2,Low Fat
1430,3.0,0.6,Low Fat
596,13.9,64.7,Premium Food
189,5.5,6.3,Moderate Food
1555,32.4,14.6,Premium Food
1896,9.0,3.4,Low Fat
1724,8.9,13.3,Premium Food
840,12.5,1.3,Low Fat
2206,0.0,1.8,Low Fat
462,1.3,0.2,Low Fat
2256,3.8,0.6,Low Fat
699,23.1,0.8,Low Fat
1984,0.1,0.063,Low Fat
1975,16.3,0.8,Low Fat
2006,26.6,3.7,Low Fat
585,1.1,0.2,Low Fat
117,4.7,0.5,Low Fat
1242,4.3,17.8,Premium Food
256,4.0,0.8,Low Fat
1552,2.1,3.1,Low Fat
1882,0.3,0.007,Low Fat
902,1.2,0.5,Low Fat
853,5.2,9.4,Moderate Food
2315,1.6,0.2,Low Fat
921,1.2,0.6,Low Fat
1922,0.5,0.3,Low Fat
2158,24.3,22.9,Premium Food
331,0.2,0.1,Low Fat
1974,11.6,3.1,Low Fat
470,14.6,14.1,Premium Food
637,0.0,13.6,Premium Food
705,1.5,0.4,Low Fat
251,30.1,6.4,Moderate Food
740,0.0,5.0,Moderate Food
342,0.3,0.092,Low Fat
1000,12.9,9.9,Moderate Food
1246,5.2,15.4,Premium Food
476,1.8,0.2,Low Fat
763,15.6,19.4,Premium Food
1295,9.5,3.1,Low Fat
108,6.7,22.3,Premium Food
327,1.3,2.9,Low Fat
196,126.8,80.8,Premium Food
1619,14.5,46.2,Premium Food
781,2.7,4.5,Low Fat
2009,0.4,0.6,Low Fat
1036,15.5,34.9,Premium Food
936,1.2,0.2,Low Fat
1845,2.6,3.2,Low Fat
1652,28.3,8.6,Moderate Food
990,3.8,5.2,Moderate Food
503,1.0,5.5,Moderate Food
951,5.6,0.1,Low Fat
2290,2.7,0.8,Low Fat
1627,1.3,3.2,Low Fat
1461,10.0,78.4,Premium Food
1157,36.7,1.2,Low Fat
1533,4.2,0.6,Low Fat
820,15.1,19.6,Premium Food
350,15.7,11.6,Premium Food
278,0.5,0.1,Low Fat
663,0.9,5.0,Moderate Food
1605,104.3,17.8,Premium Food
415,40.8,16.9,Premium Food
466,0.1,0.032,Low Fat
1834,13.3,14.3,Premium Food
2093,0.0,13.6,Premium Food
1456,3.9,0.5,Low Fat
911,93.4,10.5,Premium Food
1041,2.8,0.7,Low Fat
2146,17.1,2.4,Low Fat
821,0.4,0.2,Low Fat
991,20.7,15.5,Premium Food
1327,7.4,0.8,Low Fat
404,4.7,8.7,Moderate Food
1503,15.3,0.8,Low Fat
1770,35.1,2.6,Low Fat
1862,2.9,8.1,Moderate Food
1545,0.2,5.5,Moderate Food
889,10.7,0.4,Low Fat
370,1.0,0.8,Low Fat
399,0.6,0.4,Low Fat
266,6.2,8.3,Moderate Food
908,6.1,8.4,Moderate Food
938,1.2,0.3,Low Fat
1415,2.0,0.5,Low Fat
1275,2.5,0.1,Low Fat
801,14.3,22.3,Premium Food
1636,3.6,0.3,Low Fat
716,1.1,1.0,Low Fat
1719,0.6,2.0,Low Fat
1861,0.1,0.075,Low Fat
2210,76.3,47.5,Premium Food
1186,21.0,15.7,Premium Food
1719,0.6,2.0,Low Fat
1079,3.2,0.8,Low Fat
1509,56.0,12.0,Premium Food
1134,1.3,0.3,Low Fat
1361,1.5,0.2,Low Fat
454,7.1,5.6,Moderate Food
784,4.5,0.8,Low Fat
887,0.069,0.052,Low Fat
2098,0.6,0.2,Low Fat
995,8.0,18.5,Premium Food
1446,37.7,71.9,Premium Food
1772,3.1,0.9,Low Fat
515,5.5,3.7,Low Fat
865,0.0,0.095,Low Fat
1684,7.0,14.4,Premium Food
334,38.0,6.4,Moderate Food
1106,81.2,77.4,Premium Food
2108,2.4,2.6,Low Fat
2088,0.8,0.069,Low Fat
263,1.7,0.3,Low Fat
1251,0.0,0.068,Low Fat
1183,8.1,1.3,Low Fat
274,4.5,1.6,Low Fat
1342,4.2,0.3,Low Fat
1209,3.7,0.4,Low Fat
1901,1.5,0.1,Low Fat
531,79.1,20.3,Premium Food
529,76.9,60.5,Premium Food
842,1.3,7.5,Moderate Food
1366,0.1,0.08,Low Fat
702,4.6,0.2,Low Fat
452,6.0,2.9,Low Fat
1409,13.9,1.9,Low Fat
845,0.072,2.2,Low Fat
140,10.0,7.0,Moderate Food
1990,30.3,14.1,Premium Food
44,0.5,0.3,Low Fat
857,0.0,0.4,Low Fat
9,3.4,0.4,Low Fat
1540,1.0,0.3,Low Fat
36,0.6,0.2,Low Fat
1502,0.2,0.05,Low Fat
2292,0.0,13.6,Premium Food
1398,0.0,4.5,Low Fat
762,3.9,2.4,Low Fat
734,34.7,9.8,Moderate Food
1248,5.2,0.3,Low Fat
1066,1.3,1.3,Low Fat
1209,3.7,0.4,Low Fat
1228,27.7,21.7,Premium Food
2354,1.1,0.2,Low Fat
1539,1.0,0.4,Low Fat
851,1.3,3.8,Low Fat
1429,1.6,0.094,Low Fat
1324,4.0,5.9,Moderate Food
1032,0.003,0.085,Low Fat
1559,68.2,44.7,Premium Food
1903,12.0,3.5,Low Fat
15,0.025,0.081,Low Fat
2223,57.4,22.2,Premium Food
98,10.0,1.5,Low Fat
2303,19.0,0.8,Low Fat
1229,7.3,26.3,Premium Food
1354,3.5,23.0,Premium Food
202,3.7,0.3,Low Fat
1865,14.2,0.5,Low Fat
991,20.7,15.5,Premium Food
1916,9.5,4.0,Low Fat
563,0.0,13.6,Premium Food
2169,14.3,4.3,Low Fat
229,0.2,0.006,Low Fat
1934,0.1,0.1,Low Fat
1627,1.3,3.2,Low Fat
2180,30.7,13.9,Premium Food
2173,3.9,5.0,Moderate Food
419,15.8,11.3,Premium Food
1667,0.4,0.02,Low Fat
615,1.8,0.3,Low Fat
143,3.3,7.8,Moderate Food
1016,9.8,4.9,Low Fat
1698,29.0,28.3,Premium Food
1887,1.7,4.0,Low Fat
1177,0.01,0.003,Low Fat
458,17.8,7.0,Moderate Food
2073,0.2,0.3,Low Fat
2055,26.7,9.0,Moderate Food
496,0.8,3.2,Low Fat
1864,38.5,46.4,Premium Food
1325,0.0,218.0,Premium Food
1107,102.7,29.6,Premium Food
808,0.065,0.011,Low Fat
385,1.5,2.2,Low Fat
1640,3.9,9.6,Moderate Food
843,0.1,7.2,Moderate Food
2336,0.0,1.0,Low Fat
124,0.1,0.1,Low Fat
2281,0.0,11.5,Premium Food
1084,3.5,1.4,Low Fat
262,13.8,2.7,Low Fat
2096,30.8,17.9,Premium Food
513,1.8,8.0,Moderate Food
1424,5.6,1.8,Low Fat
134,0.2,0.089,Low Fat
2262,0.0,0.1,Low Fat
2276,0.8,0.006,Low Fat
211,7.1,16.5,Premium Food
2312,5.3,2.0,Low Fat
306,0.079,0.2,Low Fat
1800,0.0,13.6,Premium Food
1419,1.0,0.1,Low Fat
2123,3.6,0.3,Low Fat
606,0.0,14.0,Premium Food
574,34.7,11.8,Premium Food
105,4.3,0.2,Low Fat
831,1.9,4.3,Low Fat
1949,0.6,0.6,Low Fat
918,1.3,0.9,Low Fat
475,1.1,0.1,Low Fat
526,1.7,0.3,Low Fat
712,1.5,9.7,Moderate Food
410,17.3,4.5,Low Fat
639,22.1,1.1,Low Fat
2150,0.7,4.1,Low Fat
1244,8.6,5.0,Moderate Food
764,14.2,12.9,Premium Food
2372,4.6,25.6,Premium Food
752,1.3,1.8,Low Fat
1830,13.0,17.1,Premium Food
91,8.2,12.5,Premium Food
2104,73.5,14.1,Premium Food
1808,0.0,13.6,Premium Food
1595,23.3,4.5,Low Fat
79,15.8,11.0,Premium Food
441,7.2,4.7,Low Fat
1170,1.2,0.1,Low Fat
1041,2.8,0.7,Low Fat
1154,1.0,0.2,Low Fat
585,1.1,0.2,Low Fat
71,4.2,0.2,Low Fat
1102,85.8,60.7,Premium Food
2103,23.3,2.0,Low Fat
2180,30.7,13.9,Premium Food
1419,1.0,0.1,Low Fat
332,0.9,0.1,Low Fat
915,15.4,4.0,Low Fat
212,3.8,9.1,Moderate Food
663,0.9,5.0,Moderate Food
1151,38.2,1.2,Low Fat
1772,3.1,0.9,Low Fat
2046,1.2,2.2,Low Fat
1748,1.6,0.4,Low Fat
1786,5.2,4.6,Low Fat
1345,0.2,0.082,Low Fat
1097,0.4,0.2,Low Fat
1811,7.9,23.8,Premium Food
1349,6.4,7.1,Moderate Food
2134,14.3,1.9,Low Fat
1336,1.6,4.5,Low Fat
1702,24.0,28.7,Premium Food
381,11.5,10.5,Premium Food
2368,2.0,0.5,Low Fat
1018,0.9,1.3,Low Fat
1107,102.7,29.6,Premium Food
901,2.9,0.6,Low Fat
889,10.7,0.4,Low Fat
2041,1.1,0.4,Low Fat
1877,5.9,1.3,Low Fat
1540,1.0,0.3,Low Fat
1527,2.3,0.6,Low Fat
1304,0.7,1.3,Low Fat
2,3.4,0.2,Low Fat
430,5.3,2.9,Low Fat
2153,32.9,19.0,Premium Food
1470,0.5,0.9,Low Fat
1751,2.4,1.3,Low Fat
1501,0.3,0.3,Low Fat
1705,0.4,0.012,Low Fat
816,4.3,6.4,Moderate Food
2145,25.1,4.0,Low Fat
1954,3.5,0.7,Low Fat
780,1.3,2.3,Low Fat
558,1.1,0.7,Low Fat
282,1.6,0.4,Low Fat
1045,11.7,20.5,Premium Food
2376,1.9,0.2,Low Fat
950,2.2,0.4,Low Fat
605,8.1,4.5,Low Fat
836,3.9,3.7,Low Fat
2188,1.6,0.2,Low Fat
1694,0.9,0.2,Low Fat
483,24.9,5.9,Moderate Food
2365,2.3,0.3,Low Fat
945,0.073,0.4,Low Fat
1534,75.3,3.8,Low Fat
1674,1.0,0.06,Low Fat
797,5.4,1.1,Low Fat
2083,0.7,0.1,Low Fat
575,33.8,12.2,Premium Food
1413,0.1,0.078,Low Fat
298,5.5,2.6,Low Fat
85,0.0,218.0,Premium Food
800,4.9,5.8,Moderate Food
599,3.5,1.5,Low Fat
1412,0.1,0.096,Low Fat
1044,0.2,0.1,Low Fat
1847,2.5,0.5,Low Fat
1599,200.6,303.5,Premium Food
2293,8.7,3.2,Low Fat
1356,2.3,6.8,Moderate Food
2324,4.2,0.4,Low Fat
1706,8.1,3.6,Low Fat
54,2.3,8.0,Moderate Food
1936,28.6,15.4,Premium Food
2317,1.1,0.1,Low Fat
1616,4.0,1.0,Low Fat
778,5.8,0.087,Low Fat
588,2.2,0.2,Low Fat
85,0.0,218.0,Premium Food
692,4.3,7.3,Moderate Food
2233,65.9,25.8,Premium Food
1141,4.1,4.4,Low Fat
2168,5.0,1.5,Low Fat
878,0.6,0.2,Low Fat
324,13.9,12.3,Premium Food
799,5.9,1.4,Low Fat
1603,10.4,12.8,Premium Food
606,0.0,14.0,Premium Food
746,28.3,1.6,Low Fat
465,14.7,8.8,Moderate Food
985,8.7,15.1,Premium Food
12,39.1,1.0,Low Fat
531,79.1,20.3,Premium Food
624,66.6,67.6,Premium Food
2138,19.0,16.3,Premium Food
478,1.3,0.3,Low Fat
1635,5.4,19.8,Premium Food
1935,0.3,0.6,Low Fat
661,5.0,0.4,Low Fat
1632,7.0,9.0,Moderate Food
1961,8.1,2.5,Low Fat
2036,6.3,1.3,Low Fat
2331,31.8,1.3,Low Fat
1033,0.054,0.054,Low Fat
1050,0.7,0.4,Low Fat
344,1.9,0.2,Low Fat
961,31.0,5.1,Moderate Food
1029,1.0,0.2,Low Fat
1466,5.0,6.0,Moderate Food
1994,9.8,7.8,Moderate Food
152,0.0,0.7,Low Fat
2136,3.1,1.6,Low Fat
1153,0.5,0.1,Low Fat
2374,15.6,7.9,Moderate Food
1431,0.5,1.3,Low Fat
264,3.0,2.4,Low Fat
268,3.3,0.4,Low Fat
1064,0.6,0.2,Low Fat
1872,0.012,0.095,Low Fat
1923,2.3,0.7,Low Fat
1968,43.0,3.2,Low Fat
2286,3.1,1.0,Low Fat
328,0.5,0.8,Low Fat
2263,0.0,0.4,Low Fat
2346,0.7,0.3,Low Fat
2283,9.0,2.5,Low Fat
608,0.7,0.2,Low Fat
330,1.3,1.0,Low Fat
2203,6.5,63.7,Premium Food
498,2.7,11.9,Premium Food
122,0.5,0.1,Low Fat
1713,5.0,0.7,Low Fat
1990,30.3,14.1,Premium Food
658,0.8,0.3,Low Fat
308,1.9,0.019,Low Fat
209,27.2,36.0,Premium Food
1057,0.071,0.2,Low Fat
1954,3.5,0.7,Low Fat
996,23.8,18.2,Premium Food
632,28.0,2.3,Low Fat
582,0.1,5.3,Moderate Food
1663,27.9,19.9,Premium Food
1877,5.9,1.3,Low Fat
1719,0.6,2.0,Low Fat
731,0.3,0.053,Low Fat
1116,84.3,61.2,Premium Food
2105,67.6,8.9,Moderate Food
1545,0.2,5.5,Moderate Food
766,2.4,2.2,Low Fat
1544,1.6,3.7,Low Fat
1313,1.6,0.5,Low Fat
1186,21.0,15.7,Premium Food
2265,2.4,3.2,Low Fat
2243,0.0,13.6,Premium Food
817,0.4,0.2,Low Fat
2097,5.1,3.2,Low Fat
110,1.4,0.3,Low Fat
374,5.3,11.6,Premium Food
1327,7.4,0.8,Low Fat
464,13.4,6.7,Moderate Food
382,1.0,3.7,Low Fat
2092,0.0,0.5,Low Fat
117,4.7,0.5,Low Fat
1281,0.014,0.056,Low Fat
1352,0.2,0.024,Low Fat
2372,4.6,25.6,Premium Food
299,5.5,2.6,Low Fat
1822,29.7,28.0,Premium Food
678,1.4,3.8,Low Fat
1113,52.7,34.9,Premium Food
694,0.8,0.2,Low Fat
528,77.8,88.0,Premium Food
871,0.2,0.4,Low Fat
542,0.8,0.057,Low Fat
1970,4.0,0.5,Low Fat
2151,18.9,2.4,Low Fat
918,1.3,0.9,Low Fat
1310,19.7,1.1,Low Fat
1432,2.2,11.7,Premium Food
609,3.9,5.5,Moderate Food
349,26.4,10.3,Premium Food
2261,7.8,14.6,Premium Food
257,0.0,0.6,Low Fat
1085,0.6,0.3,Low Fat
2089,0.1,0.047,Low Fat
1506,0.1,0.3,Low Fat
1752,0.0,13.6,Premium Food
105,4.3,0.2,Low Fat
1789,7.9,0.3,Low Fat
2110,9.2,4.7,Low Fat
1074,3.2,0.2,Low Fat
1237,2.3,10.0,Moderate Food
1448,0.6,0.2,Low Fat
958,63.6,21.6,Premium Food
1743,0.8,3.6,Low Fat
1493,31.0,43.7,Premium Food
284,6.1,0.7,Low Fat
1331,3.1,1.5,Low Fat
1620,21.9,1.4,Low Fat
694,0.8,0.2,Low Fat
876,1.2,3.9,Low Fat
2376,1.9,0.2,Low Fat
158,8.7,5.5,Moderate Food
358,3.9,2.9,Low Fat
2344,35.4,48.4,Premium Food
645,10.4,0.8,Low Fat
1762,3.6,2.4,Low Fat
409,0.2,4.0,Low Fat
1543,17.7,7.3,Moderate Food
1982,0.07,0.9,Low Fat
2332,16.9,1.2,Low Fat
1934,0.1,0.1,Low Fat
1201,0.031,11.3,Premium Food
797,5.4,1.1,Low Fat
520,4.7,2.6,Low Fat
1623,1.1,0.006,Low Fat
1735,0.7,0.058,Low Fat
1747,62.8,54.5,Premium Food
1274,0.038,0.005,Low Fat
2123,3.6,0.3,Low Fat
1455,8.6,0.4,Low Fat
458,17.8,7.0,Moderate Food
751,0.7,0.2,Low Fat
282,1.6,0.4,Low Fat
66,6.2,5.4,Moderate Food
333,1.2,0.2,Low Fat
1075,0.034,0.029,Low Fat
1157,36.7,1.2,Low Fat
1795,4.4,1.5,Low Fat
1509,56.0,12.0,Premium Food
2055,26.7,9.0,Moderate Food
1496,0.5,0.1,Low Fat
691,1.0,0.5,Low Fat
426,6.2,8.0,Moderate Food
428,44.1,3.9,Low Fat
1791,8.3,1.2,Low Fat
188,83.2,95.2,Premium Food
267,6.7,1.1,Low Fat
873,2.4,5.6,Moderate Food
234,1.8,0.6,Low Fat
1709,1.7,0.5,Low Fat
1435,3.3,7.4,Moderate Food
1592,2.3,3.4,Low Fat
327,1.3,2.9,Low Fat
1955,0.094,0.018,Low Fat
2136,3.1,1.6,Low Fat
242,47.6,9.0,Moderate Food
736,2.0,0.3,Low Fat
1767,22.6,15.3,Premium Food
1663,27.9,19.9,Premium Food
2232,6.4,0.9,Low Fat
123,3.6,2.0,Low Fat
544,1.0,0.3,Low Fat
1104,60.3,9.2,Moderate Food
1208,2.8,0.4,Low Fat
2373,2.2,9.3,Moderate Food
107,18.4,25.9,Premium Food
359,0.039,0.094,Low Fat
1279,13.6,1.0,Low Fat
2022,2.0,0.2,Low Fat
921,1.2,0.6,Low Fat
2253,19.6,15.3,Premium Food
2119,4.1,0.5,Low Fat
2380,8.2,0.2,Low Fat
226,1.6,0.5,Low Fat
1132,1.0,0.2,Low Fat
963,77.5,61.5,Premium Food
509,3.1,6.9,Moderate Food
130,15.5,2.4,Low Fat
1703,22.1,29.1,Premium Food
680,38.2,6.7,Moderate Food
2246,0.0,13.6,Premium Food
1958,25.4,4.2,Low Fat
1250,42.2,8.3,Moderate Food
109,0.8,2.7,Low Fat
333,1.2,0.2,Low Fat
1938,36.8,20.1,Premium Food
2010,0.8,3.2,Low Fat
89,3.3,10.2,Premium Food
132,0.7,0.3,Low Fat
828,3.1,4.5,Low Fat
1541,0.8,4.8,Low Fat
169,9.6,6.2,Moderate Food
1689,2.4,3.9,Low Fat
788,123.2,9.1,Moderate Food
2095,25.7,4.6,Low Fat
1950,14.3,2.9,Low Fat
1226,0.0,218.0,Premium Food
1164,0.009,0.076,Low Fat
61,0.9,0.2,Low Fat
595,1.9,10.0,Moderate Food
948,11.1,5.8,Moderate Food
1914,9.4,3.6,Low Fat
1207,4.0,6.8,Moderate Food
1003,0.0,2.9,Low Fat
1991,0.2,0.004,Low Fat
736,2.0,0.3,Low Fat
1903,12.0,3.5,Low Fat
687,12.8,24.7,Premium Food
715,0.9,0.2,Low Fat
1180,0.4,4.0,Low Fat
1469,0.038,0.004,Low Fat
452,6.0,2.9,Low Fat
794,0.6,0.2,Low Fat
1189,0.5,0.3,Low Fat
628,2.4,4.4,Low Fat
1707,8.5,3.6,Low Fat
1096,8.9,5.2,Moderate Food
1672,2.4,0.2,Low Fat
2135,2.1,6.2,Moderate Food
1883,0.3,0.061,Low Fat
1867,0.0,4.5,Low Fat
1976,48.4,2.3,Low Fat
1259,45.0,3.2,Low Fat
1278,49.4,2.4,Low Fat
1294,3.3,0.5,Low Fat
1839,1.4,0.017,Low Fat
619,1.4,0.7,Low Fat
372,6.4,9.3,Moderate Food
263,1.7,0.3,Low Fat
1124,0.08,0.067,Low Fat
1127,0.0,12.8,Premium Food
810,14.0,0.6,Low Fat
1464,1.2,0.1,Low Fat
1,14.5,0.6,Low Fat
2129,1.9,0.8,Low Fat
2129,1.9,0.8,Low Fat
2226,86.9,15.8,Premium Food
708,4.8,15.9,Premium Food
1594,77.9,81.6,Premium Food
435,2.5,3.2,Low Fat
1099,3.0,2.6,Low Fat
2175,28.8,7.8,Moderate Food
1670,3.4,0.7,Low Fat
1263,6.7,6.6,Moderate Food
1575,17.7,12.0,Premium Food
425,88.0,66.2,Premium Food
34,31.3,25.4,Premium Food
1191,2.5,0.8,Low Fat
1293,3.1,0.4,Low Fat
2037,0.8,9.1,Moderate Food
738,2.1,0.2,Low Fat
892,69.0,87.5,Premium Food
2194,6.0,18.1,Premium Food
569,41.1,1.5,Low Fat
2206,0.0,1.8,Low Fat
179,9.2,15.1,Premium Food
1299,14.8,26.6,Premium Food
3,0.079,0.052,Low Fat
153,10.1,16.3,Premium Food
96,3.0,3.3,Low Fat
1676,2.8,1.0,Low Fat
1009,11.2,45.6,Premium Food
1001,14.7,10.4,Premium Food
1578,52.8,45.5,Premium Food
1111,63.8,45.0,Premium Food
1185,0.4,1.7,Low Fat
2137,9.6,9.9,Moderate Food
1290,1.6,0.2,Low Fat
1341,25.3,1.8,Low Fat
1862,2.9,8.1,Moderate Food
1251,0.0,0.068,Low Fat
1188,0.016,0.017,Low Fat
461,0.5,0.096,Low Fat
1388,18.6,2.0,Low Fat
51,1.1,0.8,Low Fat
696,0.0,13.6,Premium Food
942,0.9,0.097,Low Fat
1647,1.3,10.1,Premium Food
2178,10.2,4.4,Low Fat
376,7.4,16.7,Premium Food
2005,9.7,1.5,Low Fat
1311,15.0,1.1,Low Fat
544,1.0,0.3,Low Fat
92,3.5,3.1,Low Fat
860,1.1,0.053,Low Fat
2241,6.1,0.1,Low Fat
648,1.1,4.2,Low Fat
1359,1.7,0.2,Low Fat
1116,84.3,61.2,Premium Food
615,1.8,0.3,Low Fat
1121,76.8,100.3,Premium Food
2074,0.057,0.013,Low Fat
2367,40.6,2.2,Low Fat
1038,16.4,23.0,Premium Food
142,1.9,15.0,Premium Food
1179,1.7,4.7,Low Fat
1131,10.8,6.0,Moderate Food
41,28.3,39.6,Premium Food
1390,18.4,2.5,Low Fat
1303,7.2,36.0,Premium Food
378,15.9,13.0,Premium Food
194,10.0,3.4,Low Fat
655,16.5,0.8,Low Fat
1949,0.6,0.6,Low Fat
956,35.5,24.8,Premium Food
1638,0.4,0.3,Low Fat
433,56.3,54.9,Premium Food
356,2.3,0.6,Low Fat
1499,0.9,0.3,Low Fat
756,18.5,8.1,Moderate Food
937,0.045,0.044,Low Fat
644,11.3,10.4,Premium Food
786,1.0,0.7,Low Fat
698,0.8,0.9,Low Fat
2192,8.1,15.4,Premium Food
49,0.6,0.2,Low Fat
2377,2.4,0.4,Low Fat
1328,3.1,1.3,Low Fat
515,5.5,3.7,Low Fat
270,2.6,0.3,Low Fat
2264,5.9,10.6,Premium Food
998,3.9,7.0,Moderate Food
148,46.0,43.6,Premium Food
321,1.5,0.3,Low Fat
1952,38.2,72.4,Premium Food
228,4.3,0.5,Low Fat
69,8.1,9.3,Moderate Food
820,15.1,19.6,Premium Food
689,1.9,0.7,Low Fat
1754,1.8,0.4,Low Fat
1891,1.3,3.2,Low Fat
425,88.0,66.2,Premium Food
169,9.6,6.2,Moderate Food
1612,4.0,0.7,Low Fat
556,0.0,13.6,Premium Food
1590,3.3,4.6,Low Fat
1532,3.8,0.7,Low Fat
1914,9.4,3.6,Low Fat
1081,0.5,0.095,Low Fat
116,1.8,0.3,Low Fat
2339,3.1,0.6,Low Fat
1246,5.2,15.4,Premium Food
1008,3.9,17.3,Premium Food
250,30.1,6.4,Moderate Food
1265,4.6,5.9,Moderate Food
611,3.7,1.0,Low Fat
1943,7.1,4.8,Low Fat
1606,55.7,43.0,Premium Food
1937,28.1,18.2,Premium Food
569,41.1,1.5,Low Fat
751,0.7,0.2,Low Fat
1028,9.9,1.3,Low Fat
1873,0.1,0.013,Low Fat
1576,8.4,6.1,Moderate Food
650,0.2,0.014,Low Fat
1895,49.5,14.1,Premium Food
1141,4.1,4.4,Low Fat
1456,3.9,0.5,Low Fat
1316,2.3,0.3,Low Fat
1833,4.3,11.2,Premium Food
1148,49.5,2.0,Low Fat
1300,5.1,21.9,Premium Food
2007,26.6,3.7,Low Fat
1795,4.4,1.5,Low Fat
1354,3.5,23.0,Premium Food
962,26.6,4.7,Low Fat
581,1.8,18.9,Premium Food
2104,73.5,14.1,Premium Food
938,1.2,0.3,Low Fat
1803,0.071,0.092,Low Fat
306,0.079,0.2,Low Fat
1317,0.8,0.1,Low Fat
608,0.7,0.2,Low Fat
2198,0.8,3.9,Low Fat
2315,1.6,0.2,Low Fat
365,0.071,0.088,Low Fat
913,5.6,0.8,Low Fat
2311,3.4,1.5,Low Fat
1411,1.4,1.4,Low Fat
2269,0.8,3.3,Low Fat
1751,2.4,1.3,Low Fat
1422,10.6,13.0,Premium Food
1999,0.014,0.096,Low Fat
1755,0.7,2.3,Low Fat
1937,28.1,18.2,Premium Food
2164,11.9,2.1,Low Fat
1141,4.1,4.4,Low Fat
948,11.1,5.8,Moderate Food
1908,44.7,2.9,Low Fat
749,3.0,15.8,Premium Food
1711,1.4,1.0,Low Fat
1064,0.6,0.2,Low Fat
1667,0.4,0.02,Low Fat
1977,4.6,2.7,Low Fat
872,1.3,0.008,Low Fat
1975,16.3,0.8,Low Fat
254,79.0,56.1,Premium Food
644,11.3,10.4,Premium Food
2053,6.7,7.7,Moderate Food
2162,0.0,5.0,Moderate Food
1147,17.9,0.8,Low Fat
1508,80.9,20.4,Premium Food
1386,18.8,2.7,Low Fat
1715,15.8,4.9,Low Fat
213,5.5,14.4,Premium Food
1125,78.1,14.1,Premium Food
2218,5.3,2.6,Low Fat
1173,25.8,4.8,Low Fat
760,7.5,6.4,Moderate Food
1130,0.2,0.012,Low Fat
1070,0.5,0.2,Low Fat
786,1.0,0.7,Low Fat
852,1.3,3.7,Low Fat
1865,14.2,0.5,Low Fat
375,0.8,1.6,Low Fat
1847,2.5,0.5,Low Fat
2223,57.4,22.2,Premium Food
1870,1.1,3.7,Low Fat
423,1.7,0.5,Low Fat
650,0.2,0.014,Low Fat
1344,3.9,2.1,Low Fat
943,0.3,6.5,Moderate Food
689,1.9,0.7,Low Fat
442,3.2,4.1,Low Fat
1755,0.7,2.3,Low Fat
1886,0.5,1.9,Low Fat
1469,0.038,0.004,Low Fat
2252,6.0,3.8,Low Fat
716,1.1,1.0,Low Fat
207,25.9,32.8,Premium Food
1229,7.3,26.3,Premium Food
260,2.4,0.5,Low Fat
902,1.2,0.5,Low Fat
1081,0.5,0.095,Low Fat
861,2.6,5.1,Moderate Food
2282,0.0,18.0,Premium Food
214,4.7,12.2,Premium Food
1144,0.6,0.2,Low Fat
1086,11.1,1.6,Low Fat
111,1.6,0.3,Low Fat
1771,8.1,2.3,Low Fat
2049,1.9,0.4,Low Fat
1014,32.9,16.6,Premium Food
1841,1.8,0.091,Low Fat
1225,1.5,0.4,Low Fat
823,4.9,1.5,Low Fat
253,46.4,32.7,Premium Food
421,13.6,13.4,Premium Food
1273,23.0,4.5,Low Fat
2335,3.9,2.5,Low Fat
1880,48.1,5.7,Moderate Food
597,5.8,29.4,Premium Food
3,0.079,0.052,Low Fat
1884,0.4,0.039,Low Fat
2058,85.7,76.3,Premium Food
2130,4.0,0.7,Low Fat
232,39.1,1.7,Low Fat
8,2.3,0.3,Low Fat
598,1.6,7.6,Moderate Food
1814,3.7,0.2,Low Fat
1926,40.0,7.8,Moderate Food
15,0.025,0.081,Low Fat
1452,3.5,0.8,Low Fat
1052,12.2,0.5,Low Fat
898,2.9,12.1,Premium Food
1330,7.0,1.9,Low Fat
1010,4.5,18.7,Premium Food
1727,0.2,1.9,Low Fat
408,0.7,0.6,Low Fat
1531,0.9,0.3,Low Fat
906,3.5,0.3,Low Fat
1745,0.5,0.1,Low Fat
1953,41.2,72.1,Premium Food
494,1.1,4.7,Low Fat
