food_id,protein,fat,endorsement
1472,12.7,12.6,Premium Food
725,5.4,20.8,Premium Food
1591,69.8,26.5,Premium Food
845,0.072,2.2,Low Fat
2004,8.8,1.2,Low Fat
104,0.0,2.0,Low Fat
2296,8.1,1.4,Low Fat
2031,1.3,0.3,Low Fat
685,20.4,9.1,Moderate Food
1038,16.4,23.0,Premium Food
1107,102.7,29.6,Premium Food
1854,23.9,2.6,Low Fat
1389,23.9,3.3,Low Fat
2062,17.9,54.9,Premium Food
224,15.2,0.9,Low Fat
938,1.2,0.3,Low Fat
1596,205.5,23.3,Premium Food
1679,1.8,0.2,Low Fat
1588,14.1,14.1,Premium Food
1570,44.0,9.7,Moderate Food
1137,0.9,0.6,Low Fat
1550,204.2,174.9,Premium Food
348,2.8,0.6,Low Fat
1234,0.8,1.7,Low Fat
1830,13.0,17.1,Premium Food
742,26.6,39.7,Premium Food
666,4.6,8.2,Moderate Food
517,0.8,0.4,Low Fat
708,4.8,15.9,Premium Food
853,5.2,9.4,Moderate Food
2277,1.7,0.4,Low Fat
1407,1.0,0.9,Low Fat
2141,20.7,46.6,Premium Food
678,1.4,3.8,Low Fat
680,38.2,6.7,Moderate Food
1095,4.5,0.3,Low Fat
993,5.1,2.3,Low Fat
356,2.3,0.6,Low Fat
1919,1.9,0.3,Low Fat
219,18.0,33.6,Premium Food
412,1.0,0.5,Low Fat
485,0.013,0.055,Low Fat
557,0.5,0.3,Low Fat
697,0.9,0.019,Low Fat
2116,2.1,0.7,Low Fat
1349,6.4,7.1,Moderate Food
386,2.0,9.7,Moderate Food
856,5.2,6.3,Moderate Food
361,2.3,0.5,Low Fat
446,12.3,3.2,Low Fat
949,33.2,17.4,Premium Food
100,26.7,18.5,Premium Food
1266,30.9,39.7,Premium Food
1704,23.8,23.6,Premium Food
603,9.6,4.2,Low Fat
2007,26.6,3.7,Low Fat
688,1.3,0.1,Low Fat
1821,28.6,13.0,Premium Food
799,5.9,1.4,Low Fat
2110,9.2,4.7,Low Fat
700,23.2,0.8,Low Fat
2016,1.9,0.013,Low Fat
2020,4.3,0.3,Low Fat
2081,1.6,0.4,Low Fat
1050,0.7,0.4,Low Fat
2205,4.0,12.2,Premium Food
107,18.4,25.9,Premium Food
347,5.1,14.3,Premium Food
1303,7.2,36.0,Premium Food
99,21.6,26.5,Premium Food
1649,39.1,29.9,Premium Food
306,0.079,0.2,Low Fat
2050,0.2,0.3,Low Fat
283,5.6,0.4,Low Fat
754,4.4,19.2,Premium Food
1519,6.3,13.7,Premium Food
1292,0.5,0.7,Low Fat
1449,0.3,0.001,Low Fat
135,15.0,2.9,Low Fat
779,3.6,0.063,Low Fat
45,0.045,0.063,Low Fat
1485,5.4,3.0,Low Fat
2141,20.7,46.6,Premium Food
2186,0.8,0.2,Low Fat
1339,9.3,0.9,Low Fat
239,0.3,0.4,Low Fat
469,0.4,0.4,Low Fat
1970,4.0,0.5,Low Fat
814,0.3,0.3,Low Fat
743,145.7,498.8,Premium Food
42,1.7,0.2,Low Fat
597,5.8,29.4,Premium Food
1755,0.7,2.3,Low Fat
180,24.0,5.8,Moderate Food
1950,14.3,2.9,Low Fat
1943,7.1,4.8,Low Fat
1983,0.4,0.077,Low Fat
729,52.1,58.6,Premium Food
2077,1.5,0.1,Low Fat
930,0.9,0.3,Low Fat
150,0.6,0.3,Low Fat
2173,3.9,5.0,Moderate Food
567,41.1,1.5,Low Fat
1485,5.4,3.0,Low Fat
1542,3.1,1.2,Low Fat
1365,0.093,0.017,Low Fat
224,15.2,0.9,Low Fat
2331,31.8,1.3,Low Fat
1617,2.1,10.4,Premium Food
727,37.0,36.9,Premium Food
943,0.3,6.5,Moderate Food
770,17.2,12.2,Premium Food
2188,1.6,0.2,Low Fat
583,0.0,3.4,Low Fat
2122,5.2,4.7,Low Fat
1214,0.043,0.4,Low Fat
546,1.3,1.0,Low Fat
566,71.0,2.7,Low Fat
238,0.2,7.7,Moderate Food
279,0.6,0.077,Low Fat
396,5.0,22.0,Premium Food
1035,3.0,2.9,Low Fat
1702,24.0,28.7,Premium Food
382,1.0,3.7,Low Fat
997,28.7,21.3,Premium Food
1132,1.0,0.2,Low Fat
345,2.8,7.9,Moderate Food
1574,24.8,15.1,Premium Food
792,0.6,0.1,Low Fat
1708,0.9,0.2,Low Fat
2218,5.3,2.6,Low Fat
1620,21.9,1.4,Low Fat
593,0.7,0.2,Low Fat
815,2.6,0.7,Low Fat
1726,0.039,0.3,Low Fat
1210,3.4,0.6,Low Fat
1105,67.7,43.7,Premium Food
657,0.5,0.2,Low Fat
231,15.1,0.6,Low Fat
633,15.0,0.4,Low Fat
584,5.1,1.4,Low Fat
1847,2.5,0.5,Low Fat
2371,3.6,9.9,Moderate Food
781,2.7,4.5,Low Fat
598,1.6,7.6,Moderate Food
1222,30.2,13.0,Premium Food
1275,2.5,0.1,Low Fat
635,14.1,0.4,Low Fat
288,1.8,0.2,Low Fat
1002,12.3,9.6,Moderate Food
2242,11.0,0.9,Low Fat
931,0.8,0.3,Low Fat
905,0.0,35.6,Premium Food
1466,5.0,6.0,Moderate Food
2046,1.2,2.2,Low Fat
2240,15.6,13.7,Premium Food
325,0.0,9.0,Moderate Food
1112,79.6,84.6,Premium Food
2242,11.0,0.9,Low Fat
2081,1.6,0.4,Low Fat
1801,4.6,10.9,Premium Food
934,1.0,0.2,Low Fat
56,0.5,0.1,Low Fat
1162,24.8,1.1,Low Fat
828,3.1,4.5,Low Fat
1144,0.6,0.2,Low Fat
1363,0.0,0.088,Low Fat
807,0.021,0.086,Low Fat
2270,2.0,5.1,Moderate Food
1355,0.3,1.6,Low Fat
2120,4.2,5.5,Moderate Food
473,20.1,23.4,Premium Food
1382,19.0,1.5,Low Fat
1222,30.2,13.0,Premium Food
146,3.5,3.9,Low Fat
665,1.2,2.3,Low Fat
1476,11.6,0.6,Low Fat
1972,9.7,2.3,Low Fat
468,1.0,0.4,Low Fat
1517,0.083,0.073,Low Fat
1276,0.6,0.044,Low Fat
1607,39.4,11.2,Premium Food
1849,6.5,7.6,Moderate Food
1734,0.4,0.08,Low Fat
2351,18.3,10.0,Moderate Food
1391,4.7,1.2,Low Fat
1392,2.1,3.0,Low Fat
2290,2.7,0.8,Low Fat
363,0.3,0.045,Low Fat
1393,0.5,0.035,Low Fat
1658,0.001,0.072,Low Fat
648,1.1,4.2,Low Fat
272,0.6,0.8,Low Fat
724,2.3,10.3,Premium Food
1072,4.1,0.2,Low Fat
981,0.0,6.0,Moderate Food
1316,2.3,0.3,Low Fat
2067,13.0,6.2,Moderate Food
563,0.0,13.6,Premium Food
755,7.5,8.3,Moderate Food
235,2.0,0.7,Low Fat
917,259.8,550.7,Premium Food
1168,3.0,0.1,Low Fat
125,0.1,0.1,Low Fat
2245,0.2,0.5,Low Fat
1455,8.6,0.4,Low Fat
1739,1.6,0.2,Low Fat
2296,8.1,1.4,Low Fat
944,2.0,0.2,Low Fat
1464,1.2,0.1,Low Fat
726,5.0,15.9,Premium Food
1015,0.0,13.6,Premium Food
1583,50.0,7.8,Moderate Food
1370,2.1,0.5,Low Fat
156,7.0,7.9,Moderate Food
1222,30.2,13.0,Premium Food
1535,75.0,3.8,Low Fat
2193,0.0,1.4,Low Fat
2002,28.2,7.0,Moderate Food
1980,11.9,3.1,Low Fat
975,8.3,9.1,Moderate Food
1554,42.4,240.5,Premium Food
1528,0.5,0.2,Low Fat
2072,11.7,11.4,Premium Food
1071,5.8,0.1,Low Fat
539,2.6,7.1,Moderate Food
1030,0.1,0.2,Low Fat
1758,3.2,0.4,Low Fat
574,34.7,11.8,Premium Food
227,5.2,0.6,Low Fat
1832,14.6,24.2,Premium Food
2236,1.5,6.6,Moderate Food
1852,12.1,1.8,Low Fat
1194,0.3,0.2,Low Fat
1294,3.3,0.5,Low Fat
13,0.1,1.0,Low Fat
690,1.3,0.3,Low Fat
1307,0.5,0.3,Low Fat
501,0.4,1.8,Low Fat
1416,0.9,1.1,Low Fat
1126,0.0,12.8,Premium Food
419,15.8,11.3,Premium Food
592,0.2,0.3,Low Fat
2376,1.9,0.2,Low Fat
774,7.0,5.3,Moderate Food
1985,8.0,4.2,Low Fat
1387,24.2,2.2,Low Fat
449,22.8,45.6,Premium Food
1132,1.0,0.2,Low Fat
2018,1.5,4.0,Low Fat
1747,62.8,54.5,Premium Food
1529,0.2,0.2,Low Fat
2302,0.051,0.072,Low Fat
1518,24.9,55.8,Premium Food
1342,4.2,0.3,Low Fat
1288,1.4,0.1,Low Fat
1730,2.1,0.3,Low Fat
1815,4.4,0.3,Low Fat
1209,3.7,0.4,Low Fat
10,5.8,60.2,Premium Food
459,14.5,4.2,Low Fat
1677,3.0,0.8,Low Fat
1003,0.0,2.9,Low Fat
257,0.0,0.6,Low Fat
277,2.9,9.8,Moderate Food
517,0.8,0.4,Low Fat
1514,11.0,1.3,Low Fat
1499,0.9,0.3,Low Fat
923,9.3,45.4,Premium Food
677,0.2,0.018,Low Fat
1941,0.0,13.6,Premium Food
1215,0.032,3.3,Low Fat
82,5.4,39.6,Premium Food
2122,5.2,4.7,Low Fat
2001,3.1,7.8,Moderate Food
917,259.8,550.7,Premium Food
524,3.7,2.2,Low Fat
2051,3.3,0.1,Low Fat
2191,36.6,69.5,Premium Food
304,2.0,0.2,Low Fat
2136,3.1,1.6,Low Fat
345,2.8,7.9,Moderate Food
2390,5.9,0.4,Low Fat
2176,4.9,1.9,Low Fat
1947,3.7,0.4,Low Fat
419,15.8,11.3,Premium Food
1951,8.7,8.2,Moderate Food
1703,22.1,29.1,Premium Food
767,2.8,1.5,Low Fat
2211,79.2,66.9,Premium Food
1502,0.2,0.05,Low Fat
1562,60.5,49.4,Premium Food
272,0.6,0.8,Low Fat
1451,0.3,0.062,Low Fat
1696,113.7,63.9,Premium Food
1711,1.4,1.0,Low Fat
1866,4.8,13.6,Premium Food
1139,4.8,16.4,Premium Food
1253,4.1,0.4,Low Fat
1785,0.005,0.1,Low Fat
309,3.6,0.3,Low Fat
1565,3.3,4.1,Low Fat
1792,17.5,2.8,Low Fat
159,0.7,0.6,Low Fat
1494,0.6,2.7,Low Fat
1073,7.0,0.3,Low Fat
152,0.0,0.7,Low Fat
741,8.2,2.0,Low Fat
1653,38.3,18.0,Premium Food
2083,0.7,0.1,Low Fat
1086,11.1,1.6,Low Fat
1783,0.5,0.4,Low Fat
243,17.9,3.4,Low Fat
759,2.8,0.5,Low Fat
1634,2.4,12.4,Premium Food
1746,62.4,47.7,Premium Food
932,1.2,0.6,Low Fat
482,78.9,41.3,Premium Food
1321,76.5,2.7,Low Fat
1435,3.3,7.4,Moderate Food
1093,0.8,0.4,Low Fat
988,4.6,2.5,Low Fat
1395,0.2,0.066,Low Fat
160,8.1,1.3,Low Fat
1981,11.8,3.1,Low Fat
1829,11.3,29.7,Premium Food
103,12.1,0.9,Low Fat
2291,2.7,0.8,Low Fat
1825,36.7,17.1,Premium Food
1217,33.5,2.6,Low Fat
2226,86.9,15.8,Premium Food
195,140.8,46.7,Premium Food
1789,7.9,0.3,Low Fat
1811,7.9,23.8,Premium Food
1256,0.4,0.07,Low Fat
1972,9.7,2.3,Low Fat
258,0.7,3.3,Low Fat
1626,6.5,12.5,Premium Food
94,15.4,42.5,Premium Food
1357,7.5,3.5,Low Fat
1342,4.2,0.3,Low Fat
767,2.8,1.5,Low Fat
1274,0.038,0.005,Low Fat
2055,26.7,9.0,Moderate Food
1774,0.009,1.0,Low Fat
2176,4.9,1.9,Low Fat
1571,211.3,114.9,Premium Food
545,38.8,2.5,Low Fat
807,0.021,0.086,Low Fat
2284,3.2,1.2,Low Fat
1800,0.0,13.6,Premium Food
2299,0.0,1.7,Low Fat
2040,2.0,0.002,Low Fat
822,1.1,0.6,Low Fat
1329,3.1,1.3,Low Fat
1015,0.0,13.6,Premium Food
2022,2.0,0.2,Low Fat
226,1.6,0.5,Low Fat
1601,6.1,2.1,Low Fat
536,3.9,13.3,Premium Food
1680,1.5,0.1,Low Fat
120,0.7,9.5,Moderate Food
1869,1.4,3.8,Low Fat
540,15.0,1.5,Low Fat
1295,9.5,3.1,Low Fat
1621,12.1,35.4,Premium Food
1837,0.0,1.2,Low Fat
1149,11.9,0.4,Low Fat
1535,75.0,3.8,Low Fat
1662,33.8,35.1,Premium Food
1657,0.091,0.043,Low Fat
2010,0.8,3.2,Low Fat
1609,468.4,182.8,Premium Food
1533,4.2,0.6,Low Fat
2310,1.8,9.6,Moderate Food
1247,3.5,0.6,Low Fat
1967,3.8,0.4,Low Fat
2099,1.1,0.015,Low Fat
2382,86.6,19.6,Premium Food
342,0.3,0.092,Low Fat
172,47.8,46.8,Premium Food
2147,8.8,23.9,Premium Food
2121,2.9,0.7,Low Fat
285,22.3,0.9,Low Fat
1175,5.2,1.3,Low Fat
181,48.2,17.3,Premium Food
562,0.3,3.6,Low Fat
1582,53.5,8.6,Moderate Food
1461,10.0,78.4,Premium Food
360,1.5,0.3,Low Fat
197,8.0,2.9,Low Fat
633,15.0,0.4,Low Fat
1406,0.4,0.4,Low Fat
388,14.6,7.8,Moderate Food
2024,2.0,2.2,Low Fat
1899,0.1,2.7,Low Fat
215,17.4,25.3,Premium Food
2281,0.0,11.5,Premium Food
1790,2.2,0.4,Low Fat
876,1.2,3.9,Low Fat
2299,0.0,1.7,Low Fat
1494,0.6,2.7,Low Fat
138,10.3,2.5,Low Fat
1782,2.0,0.4,Low Fat
630,0.3,0.03,Low Fat
552,2.6,0.2,Low Fat
1407,1.0,0.9,Low Fat
527,66.1,62.0,Premium Food
484,0.2,7.1,Moderate Food
1457,4.6,0.4,Low Fat
1073,7.0,0.3,Low Fat
1568,40.2,17.4,Premium Food
440,7.0,13.1,Premium Food
1372,9.0,4.3,Low Fat
1424,5.6,1.8,Low Fat
1234,0.8,1.7,Low Fat
1527,2.3,0.6,Low Fat
1911,82.1,17.3,Premium Food
1441,0.0,13.5,Premium Food
2273,1.2,0.015,Low Fat
963,77.5,61.5,Premium Food
2393,2.1,0.6,Low Fat
1180,0.4,4.0,Low Fat
1996,0.01,0.069,Low Fat
1729,0.1,0.034,Low Fat
1661,2.2,0.4,Low Fat
2181,3.1,3.0,Low Fat
4,1.0,0.7,Low Fat
400,3.5,3.3,Low Fat
126,0.1,0.053,Low Fat
123,3.6,2.0,Low Fat
620,0.8,2.9,Low Fat
1967,3.8,0.4,Low Fat
1828,1.3,0.2,Low Fat
1921,0.4,2.0,Low Fat
1018,0.9,1.3,Low Fat
142,1.9,15.0,Premium Food
2197,0.3,1.5,Low Fat
39,1.2,0.4,Low Fat
808,0.065,0.011,Low Fat
1904,3.5,0.4,Low Fat
187,32.2,29.8,Premium Food
959,17.2,6.1,Moderate Food
996,23.8,18.2,Premium Food
1507,47.9,4.2,Low Fat
508,0.8,1.8,Low Fat
1078,0.0,0.043,Low Fat
1087,27.3,4.1,Low Fat
1198,0.06,0.083,Low Fat
14,0.053,0.058,Low Fat
922,1.1,0.2,Low Fat
387,17.0,68.6,Premium Food
365,0.071,0.088,Low Fat
1049,0.5,0.045,Low Fat
1343,0.5,0.3,Low Fat
477,0.9,0.2,Low Fat
975,8.3,9.1,Moderate Food
1840,3.6,0.1,Low Fat
1577,6.2,4.5,Low Fat
637,0.0,13.6,Premium Food
1071,5.8,0.1,Low Fat
228,4.3,0.5,Low Fat
1949,0.6,0.6,Low Fat
1602,46.8,98.5,Premium Food
1504,44.0,2.4,Low Fat
795,5.0,1.1,Low Fat
991,20.7,15.5,Premium Food
1580,34.2,7.3,Moderate Food
742,26.6,39.7,Premium Food
1734,0.4,0.08,Low Fat
1519,6.3,13.7,Premium Food
534,3.8,8.0,Moderate Food
2217,8.5,4.9,Low Fat
1122,55.0,51.7,Premium Food
688,1.3,0.1,Low Fat
1947,3.7,0.4,Low Fat
693,1.0,0.2,Low Fat
800,4.9,5.8,Moderate Food
2371,3.6,9.9,Moderate Food
1011,0.8,0.2,Low Fat
2369,16.2,1.9,Low Fat
1134,1.3,0.3,Low Fat
2394,3.1,0.8,Low Fat
193,123.4,77.3,Premium Food
848,2.4,10.5,Premium Food
31,4.5,7.9,Moderate Food
1675,2.3,0.8,Low Fat
353,39.8,3.5,Low Fat
1042,2.3,0.6,Low Fat
2333,16.8,1.2,Low Fat
1769,33.1,2.4,Low Fat
1778,1.6,1.3,Low Fat
207,25.9,32.8,Premium Food
1103,47.7,15.1,Premium Food
1969,43.1,3.2,Low Fat
946,16.7,5.7,Moderate Food
1973,20.7,8.9,Moderate Food
246,2.3,3.5,Low Fat
1115,65.9,156.0,Premium Food
154,51.8,17.5,Premium Food
385,1.5,2.2,Low Fat
522,5.9,9.9,Moderate Food
1855,23.8,2.6,Low Fat
2094,9.8,1.6,Low Fat
1713,5.0,0.7,Low Fat
729,52.1,58.6,Premium Food
559,1.5,9.1,Moderate Food
1558,65.0,88.3,Premium Food
483,24.9,5.9,Moderate Food
401,0.5,0.3,Low Fat
1346,3.0,0.3,Low Fat
1464,1.2,0.1,Low Fat
1095,4.5,0.3,Low Fat
1436,0.0,6.0,Moderate Food
2021,0.045,0.059,Low Fat
364,1.2,1.6,Low Fat
491,1.6,6.4,Moderate Food
62,5.4,5.3,Moderate Food
1187,20.8,15.6,Premium Food
721,2.7,0.9,Low Fat
1347,0.0,13.5,Premium Food
255,1.5,0.3,Low Fat
1445,24.3,39.6,Premium Food
1685,1.2,0.1,Low Fat
1885,0.099,0.1,Low Fat
1890,1.3,0.092,Low Fat
2389,0.054,0.4,Low Fat
2341,15.4,1.5,Low Fat
1321,76.5,2.7,Low Fat
1608,39.9,12.8,Premium Food
2278,30.6,51.2,Premium Food
2278,30.6,51.2,Premium Food
1110,75.7,11.8,Premium Food
1689,2.4,3.9,Low Fat
2352,54.0,29.7,Premium Food
1200,0.082,6.7,Moderate Food
2,3.4,0.2,Low Fat
186,37.0,24.0,Premium Food
2161,496.1,128.0,Premium Food
1610,224.3,74.8,Premium Food
428,44.1,3.9,Low Fat
2382,86.6,19.6,Premium Food
119,2.5,6.0,Moderate Food
869,4.1,1.9,Low Fat
2379,2.1,0.6,Low Fat
1757,9.4,2.2,Low Fat
1764,2.0,2.0,Low Fat
280,5.7,1.0,Low Fat
268,3.3,0.4,Low Fat
1221,27.7,16.6,Premium Food
2378,1.8,0.1,Low Fat
35,31.2,25.3,Premium Food
585,1.1,0.2,Low Fat
783,0.8,0.2,Low Fat
438,2.0,6.1,Moderate Food
1205,0.4,0.033,Low Fat
594,1.6,0.6,Low Fat
2028,3.8,0.7,Low Fat
958,63.6,21.6,Premium Food
977,1.4,0.5,Low Fat
758,37.6,23.8,Premium Food
516,6.0,0.046,Low Fat
686,12.6,5.3,Moderate Food
80,14.0,2.5,Low Fat
1880,48.1,5.7,Moderate Food
791,17.9,16.1,Premium Food
2071,3.5,1.2,Low Fat
641,5.4,0.4,Low Fat
2306,2.6,1.0,Low Fat
814,0.3,0.3,Low Fat
204,2.0,0.2,Low Fat
1538,0.4,0.7,Low Fat
1869,1.4,3.8,Low Fat
549,3.3,1.2,Low Fat
2157,14.1,6.3,Moderate Food
1521,2.7,0.7,Low Fat
1405,0.001,0.2,Low Fat
172,47.8,46.8,Premium Food
1090,0.07,0.067,Low Fat
899,0.4,0.7,Low Fat
654,14.4,0.7,Low Fat
2343,4.1,0.4,Low Fat
443,8.9,11.7,Premium Food
1333,1.3,0.5,Low Fat
1999,0.014,0.096,Low Fat
234,1.8,0.6,Low Fat
479,7.4,10.6,Premium Food
258,0.7,3.3,Low Fat
2289,7.2,3.0,Low Fat
2364,2.0,0.2,Low Fat
122,0.5,0.1,Low Fat
546,1.3,1.0,Low Fat
955,0.0,8.0,Moderate Food
86,0.031,0.053,Low Fat
177,100.1,36.0,Premium Food
2088,0.8,0.069,Low Fat
2280,0.5,0.3,Low Fat
2374,15.6,7.9,Moderate Food
809,2.3,3.0,Low Fat
277,2.9,9.8,Moderate Food
473,20.1,23.4,Premium Food
842,1.3,7.5,Moderate Food
520,4.7,2.6,Low Fat
568,0.0,13.6,Premium Food
660,0.6,0.4,Low Fat
2252,6.0,3.8,Low Fat
1350,0.2,0.034,Low Fat
1550,204.2,174.9,Premium Food
695,0.4,0.5,Low Fat
728,52.1,58.6,Premium Food
1353,0.4,0.048,Low Fat
70,3.5,0.4,Low Fat
1720,1.0,0.056,Low Fat
882,2.6,0.8,Low Fat
1080,3.0,0.047,Low Fat
1972,9.7,2.3,Low Fat
2305,47.2,1.7,Low Fat
1315,7.8,19.4,Premium Food
969,22.4,8.7,Moderate Food
1124,0.08,0.067,Low Fat
2025,5.1,13.6,Premium Food
349,26.4,10.3,Premium Food
2071,3.5,1.2,Low Fat
753,0.7,0.2,Low Fat
1427,8.3,2.8,Low Fat
1217,33.5,2.6,Low Fat
724,2.3,10.3,Premium Food
2280,0.5,0.3,Low Fat
2267,30.4,1.9,Low Fat
2084,3.9,0.6,Low Fat
1554,42.4,240.5,Premium Food
1379,6.1,8.8,Moderate Food
2016,1.9,0.013,Low Fat
720,2.4,1.3,Low Fat
960,58.4,27.4,Premium Food
487,1.6,14.0,Premium Food
1134,1.3,0.3,Low Fat
237,6.4,8.6,Moderate Food
629,1.1,0.2,Low Fat
1580,34.2,7.3,Moderate Food
358,3.9,2.9,Low Fat
639,22.1,1.1,Low Fat
707,4.8,16.7,Premium Food
1569,41.2,18.0,Premium Food
1224,3.6,1.0,Low Fat
2148,16.5,5.3,Moderate Food
2378,1.8,0.1,Low Fat
2115,1.2,0.1,Low Fat
1945,6.0,0.046,Low Fat
2287,26.3,4.7,Low Fat
906,3.5,0.3,Low Fat
1117,71.0,33.5,Premium Food
1051,0.4,0.7,Low Fat
1662,33.8,35.1,Premium Food
93,0.0,4.3,Low Fat
111,1.6,0.3,Low Fat
2352,54.0,29.7,Premium Food
813,2.9,0.5,Low Fat
528,77.8,88.0,Premium Food
172,47.8,46.8,Premium Food
1855,23.8,2.6,Low Fat
1750,2.4,1.2,Low Fat
625,11.2,2.7,Low Fat
1617,2.1,10.4,Premium Food
1258,13.8,1.0,Low Fat
1341,25.3,1.8,Low Fat
693,1.0,0.2,Low Fat
1991,0.2,0.004,Low Fat
722,37.7,1.4,Low Fat
422,8.4,3.6,Low Fat
1631,4.9,23.5,Premium Food
819,0.3,0.008,Low Fat
413,0.7,0.2,Low Fat
727,37.0,36.9,Premium Food
1956,0.2,0.089,Low Fat
1072,4.1,0.2,Low Fat
562,0.3,3.6,Low Fat
2139,6.2,11.6,Premium Food
1756,11.4,4.4,Low Fat
54,2.3,8.0,Moderate Food
258,0.7,3.3,Low Fat
2109,20.0,11.9,Premium Food
2323,13.2,1.2,Low Fat
602,1.7,0.3,Low Fat
859,2.5,9.5,Moderate Food
537,0.1,0.044,Low Fat
2286,3.1,1.0,Low Fat
968,21.1,26.5,Premium Food
683,9.5,7.2,Moderate Food
53,3.0,15.6,Premium Food
26,6.4,16.6,Premium Food
1339,9.3,0.9,Low Fat
188,83.2,95.2,Premium Food
1193,2.8,1.3,Low Fat
1642,58.6,3.2,Low Fat
891,4.3,0.086,Low Fat
1735,0.7,0.058,Low Fat
1872,0.012,0.095,Low Fat
1921,0.4,2.0,Low Fat
1780,18.3,26.0,Premium Food
448,29.4,38.8,Premium Food
810,14.0,0.6,Low Fat
543,4.4,4.4,Low Fat
2068,0.087,0.5,Low Fat
186,37.0,24.0,Premium Food
883,0.2,0.062,Low Fat
493,0.9,4.5,Low Fat
679,2.3,1.1,Low Fat
626,9.9,4.4,Low Fat
1878,0.0,218.0,Premium Food
2245,0.2,0.5,Low Fat
321,1.5,0.3,Low Fat
1723,1.4,0.4,Low Fat
570,0.3,0.069,Low Fat
2103,23.3,2.0,Low Fat
222,10.7,27.1,Premium Food
2338,4.8,1.0,Low Fat
1052,12.2,0.5,Low Fat
2348,6.5,0.6,Low Fat
1951,8.7,8.2,Moderate Food
680,38.2,6.7,Moderate Food
1586,23.1,14.7,Premium Food
450,12.4,6.5,Moderate Food
2011,0.4,2.3,Low Fat
1848,1.9,0.4,Low Fat
1006,1.4,9.0,Moderate Food
1509,56.0,12.0,Premium Food
590,0.1,0.098,Low Fat
1855,23.8,2.6,Low Fat
960,58.4,27.4,Premium Food
320,0.0,14.0,Premium Food
1662,33.8,35.1,Premium Food
770,17.2,12.2,Premium Food
2241,6.1,0.1,Low Fat
2273,1.2,0.015,Low Fat
759,2.8,0.5,Low Fat
521,4.6,2.9,Low Fat
555,0.2,0.2,Low Fat
2353,1.8,0.7,Low Fat
710,0.0,1.7,Low Fat
872,1.3,0.008,Low Fat
1356,2.3,6.8,Moderate Food
1880,48.1,5.7,Moderate Food
1841,1.8,0.091,Low Fat
2188,1.6,0.2,Low Fat
272,0.6,0.8,Low Fat
429,4.6,13.6,Premium Food
2327,21.7,3.3,Low Fat
871,0.2,0.4,Low Fat
782,11.6,10.6,Premium Food
75,7.4,0.7,Low Fat
2298,6.7,0.1,Low Fat
844,0.01,0.024,Low Fat
441,7.2,4.7,Low Fat
376,7.4,16.7,Premium Food
1452,3.5,0.8,Low Fat
1266,30.9,39.7,Premium Food
1079,3.2,0.8,Low Fat
11,17.3,0.2,Low Fat
1715,15.8,4.9,Low Fat
887,0.069,0.052,Low Fat
2217,8.5,4.9,Low Fat
2205,4.0,12.2,Premium Food
1569,41.2,18.0,Premium Food
1731,2.6,0.2,Low Fat
516,6.0,0.046,Low Fat
1053,0.2,0.069,Low Fat
12,39.1,1.0,Low Fat
1444,0.5,1.3,Low Fat
1683,1.2,0.2,Low Fat
796,5.7,2.3,Low Fat
1933,1.3,0.054,Low Fat
1998,0.01,0.008,Low Fat
2317,1.1,0.1,Low Fat
1333,1.3,0.5,Low Fat
655,16.5,0.8,Low Fat
810,14.0,0.6,Low Fat
105,4.3,0.2,Low Fat
2342,7.5,0.8,Low Fat
1045,11.7,20.5,Premium Food
950,2.2,0.4,Low Fat
703,0.035,0.036,Low Fat
2165,0.7,0.5,Low Fat
170,60.2,38.2,Premium Food
834,19.4,3.0,Low Fat
837,5.0,4.5,Low Fat
1935,0.3,0.6,Low Fat
411,36.3,16.1,Premium Food
1508,80.9,20.4,Premium Food
702,4.6,0.2,Low Fat
1277,14.2,0.8,Low Fat
977,1.4,0.5,Low Fat
1099,3.0,2.6,Low Fat
2262,0.0,0.1,Low Fat
136,14.9,2.9,Low Fat
1323,0.5,0.2,Low Fat
407,8.3,17.0,Premium Food
878,0.6,0.2,Low Fat
119,2.5,6.0,Moderate Food
1517,0.083,0.073,Low Fat
576,0.1,0.07,Low Fat
2095,25.7,4.6,Low Fat
225,41.9,2.8,Low Fat
1995,0.2,0.09,Low Fat
2204,0.3,1.2,Low Fat
184,4.7,0.2,Low Fat
65,0.4,0.1,Low Fat
1978,1.5,4.8,Low Fat
2294,1.8,0.1,Low Fat
1212,0.0,11.7,Premium Food
617,0.0,0.09,Low Fat
805,4.6,1.8,Low Fat
461,0.5,0.096,Low Fat
426,6.2,8.0,Moderate Food
68,4.0,5.7,Moderate Food
21,1.8,6.1,Moderate Food
2091,0.0,0.2,Low Fat
1403,4.1,7.0,Moderate Food
214,4.7,12.2,Premium Food
1993,2.4,0.007,Low Fat
563,0.0,13.6,Premium Food
789,15.4,25.3,Premium Food
1195,0.8,1.1,Low Fat
322,0.2,0.089,Low Fat
2278,30.6,51.2,Premium Food
2171,7.8,4.0,Low Fat
1484,0.097,0.061,Low Fat
1087,27.3,4.1,Low Fat
1656,0.8,0.5,Low Fat
120,0.7,9.5,Moderate Food
723,37.7,1.4,Low Fat
782,11.6,10.6,Premium Food
1794,2.7,1.0,Low Fat
864,1.4,0.2,Low Fat
1785,0.005,0.1,Low Fat
2219,56.2,7.9,Moderate Food
127,0.4,0.3,Low Fat
1925,1.8,1.1,Low Fat
